firm,date,sentence,aspect,score,method,speaker,sector
JSW Steel,2020-01-24,"Sir, I have one question on the trade side, India and US recently agreed to amicably settle a trade dispute, which WTO ruled against the US, so I wanted to know your view on this and can this be seen as a precursor to any mini trade deal that you can expect in February when",guidance,1.0,keyword,management,metals
JSW Steel,2020-01-24,"No, India and US, there was a trade dispute on the hot rolled coil products, and WTO ruled against the US on this dispute, which India has been representing since 2016 to be enforced, I think recently, we are coming to hear that there is an amicable settlement between India",steel_prices,1.0,keyword,management,metals
JSW Steel,2020-01-24,We do not expect a big thing going to happen when Mr. Trump visits India particularly on this issue.,guidance,1.0,keyword,management,metals
JSW Steel,2020-01-24,"We see an effective demand of probably close to 3 million, 3.5 million tonne over the next 2 years, that will also kick in, so yes, significantly increased demand from the infrastructure side provided the timely implementation happens on the ground.",demand,1.0,keyword,management,metals
JSW Steel,2020-01-24,"We see an effective demand of probably close to 3 million, 3.5 million tonne over the next 2 years, that will also kick in, so yes, significantly increased demand from the infrastructure side provided the timely implementation happens on the ground.",capex,1.0,keyword,management,metals
JSW Steel,2020-01-24,"If I may, one last question, on the Acero Junction asset, as Mr. Rao has already said next year, we might not be having some great numbers there, but on a long time normalized EBITDA per tonne, is $100 per tonne a good number to build in on a long-term",margin,1.0,keyword,management,metals
JSW Steel,2020-01-24,"No, we do not like to guide on EBITDA because it depends on so many factors, particularly in the steel sector, it is very difficult to visualize what would be the steel price 1 year ahead or 1.5 years ahead, similarly cost side.",margin,1.0,keyword,management,metals
JSW Steel,2020-01-24,"No, we do not like to guide on EBITDA because it depends on so many factors, particularly in the steel sector, it is very difficult to visualize what would be the steel price 1 year ahead or 1.5 years ahead, similarly cost side.",cost,1.0,keyword,management,metals
JSW Steel,2020-01-24,"No, we do not like to guide on EBITDA because it depends on so many factors, particularly in the steel sector, it is very difficult to visualize what would be the steel price 1 year ahead or 1.5 years ahead, similarly cost side.",steel_prices,1.0,keyword,management,metals
JSW Steel,2020-01-24,"Sir, my question is with regards to net debt, so we have slightly reduced our net debt; however, if I do the math, we had 2400 Crores of EBITDA, but we had a capex of 2800 Crores and interest of close to 1000 Crores, so just wanted to",margin,1.0,keyword,management,metals
JSW Steel,2020-01-24,"Sir, my question is with regards to net debt, so we have slightly reduced our net debt; however, if I do the math, we had 2400 Crores of EBITDA, but we had a capex of 2800 Crores and interest of close to 1000 Crores, so just wanted to",capex,1.0,keyword,management,metals
JSW Steel,2020-01-24,"Sir, just also wanted to understand this, India crude steel production is down in the fiscal year 2020, 9 months fiscal year 2020, and we also became a net exporter of steel during this year, so I just want to understand how is the consumption still coming as 3.5% higher",volumes,2.0,keyword,management,metals
JSW Steel,2020-01-24,So crude steel production for the 9 months is 0.1%.,volumes,2.0,keyword,management,metals
JSW Steel,2020-01-24,"Sir, you highlighted that your recently acquired company, Monnet Ispat is going to start plant in probably end of January or beginning of February, what will be the capacity there",capex,2.0,keyword,management,metals
JSW Steel,2020-01-24,"Sir, you highlighted that your recently acquired company, Monnet Ispat is going to start plant in probably end of January or beginning of February, what will be the capacity there",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2020-01-24,"The capacity is around 1 million tonnes, so in that we have a pellet plant of 2.4 million tonne capacity, which is operating almost close to capacity.",capex,2.0,keyword,management,metals
JSW Steel,2020-01-24,"The capacity is around 1 million tonnes, so in that we have a pellet plant of 2.4 million tonne capacity, which is operating almost close to capacity.",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2020-01-24,"So Sir, how soon you expect the second phase also to start and will that require incremental",guidance,1.0,keyword,management,metals
JSW Steel,2020-01-24,"Capex is not very big, it is 110 Crores or 120 Crores, which is required to be spent on the Phase 2 for getting it commissioned, so what we wish to do is in Phase 1, we would like to start and then ramp up the capacity, then take up the phase 2.",capex,2.0,keyword,management,metals
JSW Steel,2020-01-24,"Capex is not very big, it is 110 Crores or 120 Crores, which is required to be spent on the Phase 2 for getting it commissioned, so what we wish to do is in Phase 1, we would like to start and then ramp up the capacity, then take up the phase 2.",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2020-01-24,"So we expect Q4 will be much better than Q3 in terms of volumes, in terms of NSR and lesser-cost pressures in the Q4.",guidance,1.0,keyword,management,metals
JSW Steel,2020-01-24,"So we expect Q4 will be much better than Q3 in terms of volumes, in terms of NSR and lesser-cost pressures in the Q4.",cost,1.0,keyword,management,metals
JSW Steel,2020-01-24,"With that, I think next year we will have incremental capacity of 5 million tonne for almost 6 months available to us fully.",capex,1.0,keyword,management,metals
JSW Steel,2020-01-24,"With that, I think next year we will have incremental capacity of 5 million tonne for almost 6 months available to us fully.",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2020-01-24,"With that, I think FY2021; we will be able to give a clear picture about the total production and sales volumes when we meet in the month of May.",revenue,1.0,keyword,management,metals
JSW Steel,2020-01-24,"With that, I think FY2021; we will be able to give a clear picture about the total production and sales volumes when we meet in the month of May.",volumes,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The import of iron ore has gone up by 10%, almost 65 million tonnes.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So more demand for iron ore, and at the same time, more demand for coal.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So this all led to distortions in the market where raw material prices were not corrected, whereas steel prices got corrected because of the slower demand other than China if you look at it.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Adding to that in the domestic market, there was a credit squeeze from the banking system, the weak government spending, falling consumer demand and also prolonged monsoon.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,They are 4 major reasons where the demand in India also started showing decline.,demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So steadily, constantly, it has been falling, the steel demand in India.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,The production number was 3.84 million tonnes.,volumes,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The drop is visibly attributable to monsoon impact at Dolvi and also automotive slowdown, which impacted the Salem unit and also some planned shutdown at Vijayanagar unit because actually, we moderated the production in the last quarter, in line with the market conditions.",volumes,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The sales standalone number was 3.6 million tonnes, which is sequentially lower by 6% and in the year-on-year, it is down by 9%.",revenue,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So when the domestic demand was weak, what we have done is we have pushed more quantities in the export market.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So when the domestic demand was weak, what we have done is we have pushed more quantities in the export market.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"These four companies are Dolvi Minerals & Metals Private Limited, Dolvi Coke Projects Limited, JSW Steel Processing Center Limited, JSW Steel Salav Limited.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The second important point was the earlier 3.3 million tonnes steel planned at Dolvi was enjoying the sales tax incentive, the GST incentive after GST was introduced.",revenue,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In the meantime, as you are all aware, we expanded our capacity from 3.3 million tonnes to 5 million tonnes.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In the meantime, as you are all aware, we expanded our capacity from 3.3 million tonnes to 5 million tonnes.",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So the incentive relating to that expansion project, we received the in principal approval.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So the incentive relating to that expansion project, we received the in principal approval.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In fact, this project expansion was completed in May 2016, but we have not booked in the books of accounts the benefit of this incentive due to non-receipt of this approval from the Ministry of Industry, Government of Maharashtra.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In fact, this project expansion was completed in May 2016, but we have not booked in the books of accounts the benefit of this incentive due to non-receipt of this approval from the Ministry of Industry, Government of Maharashtra.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The U.S. Plate and Pipe mill showed an EBITDA loss of $11.2 million, which includes $3.5 million of inventory losses.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,U.S. Plate and Pipe mill was doing well at the EBITDA level in the past.,margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Again, this quarter, they came into red because the steel prices in the U.S. have come down so the capacity utilization was lower.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Again, this quarter, they came into red because the steel prices in the U.S. have come down so the capacity utilization was lower.",capacity_expansion,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Again, this quarter, they came into red because the steel prices in the U.S. have come down so the capacity utilization was lower.",capacity_utilization,2.0,keyword,management,metals
JSW Steel,2019-10-23,"Now the capacity expansion, the modernization of the Plate and Pipe mill which we were doing, the first part was completed.",capex,2.0,keyword,management,metals
JSW Steel,2019-10-23,"Now the capacity expansion, the modernization of the Plate and Pipe mill which we were doing, the first part was completed.",capacity_expansion,2.0,keyword,management,metals
JSW Steel,2019-10-23,So the benefits we expect will start coming in from third quarter onwards in the Plate and Pipe mill.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The coal mines, which we have it as a positive EBITDA of $1.8 million, the Ohio Junction Facility had an EBITDA loss of $31.6 million, including 13.17 inventory losses.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So all in aggregate, Rs.332 Crores was negative from the overseas companies, after netting out this, the EBITDA on a consolidated basis was Rs. 2,731 Crores.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In the light of what we have done so far in the first half, so we also reviewed our guidance, considering the outlook for the second half.",guidance,2.0,keyword,management,metals
JSW Steel,2019-10-23,"So accordingly, we felt that we should adjust the guidance approximately to the extent of around 3%.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So we will be achieving 97% of our guidance, assuming that the second half, we will repeat whatever we have done in the second half of previous year, that is 2019.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"With that, we will be achieving 97% of the guidance, both in terms of production and in terms of sales volume.",revenue,1.0,keyword,management,metals
JSW Steel,2019-10-23,"With that, we will be achieving 97% of the guidance, both in terms of production and in terms of sales volume.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"With that, we will be achieving 97% of the guidance, both in terms of production and in terms of sales volume.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"With that, we will be achieving 97% of the guidance, both in terms of production and in terms of sales volume.",volumes,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Capital expenditure, we have given the guidance of Rs. 15,700 Crores cash outflow in the current financial year.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Capital expenditure, we have given the guidance of Rs. 15,700 Crores cash outflow in the current financial year.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,We are focusing to complete the project at Dolvi that is 5 million tonnes to 10 million tonnes.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"There is other special projects and also certain downstream projects like cold rolling mill unit at Vasind, second, tin plate at Tarapur, and also second coke oven plant at Vijayanagar.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"There is other special projects and also certain downstream projects like cold rolling mill unit at Vasind, second, tin plate at Tarapur, and also second coke oven plant at Vijayanagar.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"That is why the capex, overall cash outflow, we are restricting it in this year to Rs.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The revenue acceptances were $1,252 million.",revenue,1.0,keyword,management,metals
JSW Steel,2019-10-23,"As regards to outlook, I will spend just a few minutes.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But if I have to talk about specific to steel industry, they have done anti-dumping duty on the Galvalume on China and South Korea and Vietnam.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"They have also introduced the steel import monitoring system, which will really help the industry to monitor the imports which are coming in either in the form of defectives or in the form of circumvention of the BIS standards and also to improve as far the industry is concerned, if some of the products which we are not able to produce, to work on that, to improve on that.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"On exports, the remission of duties and taxes on export of products in U.S. MEIS from January 1, 2020 is also a welcome step.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"By this revival particularly in the TMT demand, volumes are moving in that particular segment and also solar appliances, the piping sector we are seeing some green shoots.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So all these together, we expect the demand will not be lower than 5%.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So all these together, we expect the demand will not be lower than 5%.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"As regards to our performance in the second half, one is achieving this 97% of our guidance.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The second is, the cost savings further, particularly the coking coal prices, which are corrected.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The second is, the cost savings further, particularly the coking coal prices, which are corrected.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"In the second half, we expect 2.5 million tonnes to 3 million tonnes to produce, so with that, more and more captive iron ore will be available to us.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So with that, cost reduction benefit will come to the company.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Existing our performance of the first half, we have calibrated the capex.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,We will live within that capex expenditure.,capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The first one is with respect to realization, if you can break up realization in domestic and exports.",realization,1.0,keyword,management,metals
JSW Steel,2019-10-23,And how much do you expect it to go down in,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,This is the blended NSR which we are talking about.,realization,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So in terms of a price indication going forward, as we indicated, the price has bottomed out.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,We do not expect any further drops in the pricing.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"At the same time, the advantage of lower coking coal will flow in into the next quarter as well as cost advantages from our own iron ore.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"At the same time, the advantage of lower coking coal will flow in into the next quarter as well as cost advantages from our own iron ore.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"At the same time, the advantage of lower coking coal will flow in into the next quarter as well as cost advantages from our own iron ore.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So therefore, the spreads, to that extent, will be improved, so bottoming out of price and maintenance of price going forward.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, second question is on the capex deferment.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"While we have deferred the capex for downstream projects, as I understand, these are typically low payback period kind of projects, and that would have given you a higher premium.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So I just wanted to know, understand or rationale for deferring these because do you suspect demand to be tepid for these kind of products or there is something else.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"If you look at CAL project at Vasind, where we are spending almost close to Rs.600 Crores, this particular project is anyhow to be commissioned in the next year.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So therefore, this particular project, instead of spending money in this year we just said we will do it in the next year.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"It is not the question of potential demand is going to come down, but temporarily, yes, demand is weak.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But I think on a spread basis, as I was explaining, that because of the cost benefits coming in on the coking coal, iron ore side as well as our own iron ore mines, additional volumes kicking in, we expect the spreads to improve.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But I think on a spread basis, as I was explaining, that because of the cost benefits coming in on the coking coal, iron ore side as well as our own iron ore mines, additional volumes kicking in, we expect the spreads to improve.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But I think on a spread basis, as I was explaining, that because of the cost benefits coming in on the coking coal, iron ore side as well as our own iron ore mines, additional volumes kicking in, we expect the spreads to improve.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But I think on a spread basis, as I was explaining, that because of the cost benefits coming in on the coking coal, iron ore side as well as our own iron ore mines, additional volumes kicking in, we expect the spreads to improve.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, on that count only, coking coal prices, the spot levels have come down somewhere around $40 to $45 from the peak levels over the last quarter.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Lastly, one question for Mr. Rao, Mr. Rao, is there capex guidance you can",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Lastly, one question for Mr. Rao, Mr. Rao, is there capex guidance you can",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Out of the total Rs. 48,000-and-odd Crores of capital expenditure program, when we really look back to what were the commitments that have been made, where commitments are not made, there are Rs.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So galvanizing lines are there they are getting commissioned, if not in this quarter, early next quarter, so very good progress in regards to CRM.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So going forward, since the supply chain has destocked inventory to a reasonable extent and the international antidumping duties are prevalent on some of the products, we do feel that there is a possibility of prices stabilizing with a positive bias in Q4.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Because when Dolvi Coke Projects Limited which got merged into main parent companies, there were certain input credits outstanding, which are not set off.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"As regards to the second question, which you wanted we also do not have information like how much EBITDA accrued during the CIRP period, how much current assets that are there right now in the company.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, would it be fair to assume, until we have clarity on these 3 aspects, basically we would not take a hard stance to go ahead on Bhushan Power, just related with the lower capex guidance, so I just wanted clarity on this first.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, would it be fair to assume, until we have clarity on these 3 aspects, basically we would not take a hard stance to go ahead on Bhushan Power, just related with the lower capex guidance, so I just wanted clarity on this first.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, you indicated that we do not expect prices to drop.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Coking coal has come down to some extent, but it still is not supportive of the steel prices today.",coking_coal,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So therefore you will see a supply side correction possibility in international markets from steel volume side, and that should be helpful for maintaining price stability in the international market.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Similarly, in the domestic side, I think the current inventory status and a slight uptick in H2 in terms of demand and sentiment would help us to stabilize the prices from here on.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Two questions; First if I look at the export growth and volumes, the implied domestic sales volume decline is nearly 24% to 25% on a year-on-year basis, while the actual domestic consumption did not decline by as much.",revenue,1.0,keyword,analyst,metals
JSW Steel,2019-10-23,"Two questions; First if I look at the export growth and volumes, the implied domestic sales volume decline is nearly 24% to 25% on a year-on-year basis, while the actual domestic consumption did not decline by as much.",demand,1.0,keyword,analyst,metals
JSW Steel,2019-10-23,"Two questions; First if I look at the export growth and volumes, the implied domestic sales volume decline is nearly 24% to 25% on a year-on-year basis, while the actual domestic consumption did not decline by as much.",exports_import,1.0,keyword,analyst,metals
JSW Steel,2019-10-23,"Unfortunately, both got impacted in terms of domestic demand.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,So we thought it more prudent that we take the meter out and take out the quantities through the export group.,exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So the other thing is that we had domestic government orders for which, unfortunately some of these orders were put on hold or adequate funding was not available, which we expect that the funding should start and the whole should be removed in H2.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Domestic expenditures on the infrastructure side, oil and gas pipelines and water pipelines, we are already seeing some movement happening.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"We are seeing some entry of government-funded projects coming in later part of this Q3, which would basically translate into volume gains from the infrastructure space in the second half.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"We are seeing some entry of government-funded projects coming in later part of this Q3, which would basically translate into volume gains from the infrastructure space in the second half.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"My second question is, just if we take a step back, the net debt increase on a QoQ basis, you mentioned the company mentioned in the call that it remains committed to the acquisition of Bhushan Power, now Sir, assuming that the NCLAT accepts JSW's appeals and makes the required changes, and while steel profitability will improve, the outlook is not for it to go back to Rs.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"My second question is, just if we take a step back, the net debt increase on a QoQ basis, you mentioned the company mentioned in the call that it remains committed to the acquisition of Bhushan Power, now Sir, assuming that the NCLAT accepts JSW's appeals and makes the required changes, and while steel profitability will improve, the outlook is not for it to go back to Rs.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Certain projects, special projects and the projects which we have listed down to possibly push it to the following year based on the market conditions and also the kind of EBITDA which company would earn and also Bhushan Power & Steel acquisition.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"And second question is, what kind of export mix still we are seeing that is in October because in second quarter, we have seen around 31% of the products.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"If you heard about our calibration of capex, we talked about other projects other than Dolvi.",capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,So the focus to complete this 5 million tonne expansion project at Dolvi is a priority.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,So the focus to complete this 5 million tonne expansion project at Dolvi is a priority.,capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So this, I think, we will be able to give the correct picture maybe in the next quarter.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But still, when we review, the project can be commissioned by March 2020 as planned, but the monsoon should stop.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Export, your question regarding 31% in this quarter, I think the average for the first half is 24%.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So we will be in this range going forward as well, and we will look at H2 in that light.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Sir, one more thing, in fact, when we are talking about the RCEP, you said that there is a possibility that government will go for it and there will be automatic trigger which can come with some import increases.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"But when we are looking at the total import rate, there are more than 80%, 85% of the imports are coming from these countries, where we will not have any duty.",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So is it safe to assume that whatever import duty, 2.5%, which we are enjoying right now for many of the products of any other country except FTA, that will",exports_import,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So I think rather than handling the price side as we would like to put in, that it is from a cost perspective, we are reducing our cost in the next 2, 3 months on account of coal and iron ore coming in from our own mines.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Also, some cost initiative efficiencies, which have been worked out.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,So the spread in the next quarter would improve.,margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,So the spread in the next quarter would improve.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,We do not expect prices to drop so therefore the spread will improve.,margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,We do not expect prices to drop so therefore the spread will improve.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Actually, in the long product side, the prices have stabilized quite well.",steel_prices,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Of the 8 million tonne annualized export and import that India generally has, can you help us understand for how much MIP or ADD has already been triggered?",exports_import,2.0,keyword,analyst,metals
JSW Steel,2019-10-23,"Sir, so if you could just turn over to Slide 17, where you have a slide on EBITDA for the second quarter of last year and quarter of this year.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"One is volume decline, NSR decline and there's the cost improvement.",demand,1.0,keyword,management,metals
JSW Steel,2019-10-23,"One is volume decline, NSR decline and there's the cost improvement.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So this is a composite information, where cost reductions are happening due to various factors attributable to the events.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So if I were to normalize this on a like-for-like basis, then what would be the operating profit after",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"Because if you see every month now we are giving the guidance of Rs.20 Crores, Rs.25 Crores will come in.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So from that point of view, this will more or less, I should consider as operating profit, operating PBT going forward in the future because one compensates the other.",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So from that point of view, this will more or less, I should consider as operating profit, operating PBT going forward in the future because one compensates the other.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"On the cost savings, you shared about the coking coal cost savings.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"On the cost savings, you shared about the coking coal cost savings.",coking_coal,1.0,hybrid,management,metals
JSW Steel,2019-10-23,If it is possible to quantify what cost savings will have in iron ore and other costing projects,cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,There are series of items which contributed to the cost savings.,cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,That is why cost of producing power has come down.,cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So there are several areas, where cost reduction has happened.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"No, I am talking about 3Q in terms of expectation of cost reduction, what will be, if any",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So that impact will come fully in the Q3 and Q4, plus ferro alloy cost, electrode cost, wherever reductions have happened, refractory costs, whether it has happened the impact of that will mean they will come in.",cost,1.0,keyword,management,metals
JSW Steel,2019-10-23,"So when we are talking about spread improvement, is it from spot or exit",margin,1.0,keyword,management,metals
JSW Steel,2019-10-23,"With regards to Karnataka, we do not expect any disruptions in the state of Karnataka.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,So we expect something positive will happen on the Donimalai mines.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"If that comes in, we don't expect disruption.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,Then we will be completing the project expansion at Dolvi.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,Then we will be completing the project expansion at Dolvi.,capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,We will be focusing mostly on that expansion project by calibrating the capital program.,guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,We will be focusing mostly on that expansion project by calibrating the capital program.,capex,1.0,keyword,management,metals
JSW Steel,2019-10-23,"We will make all the efforts to meet revised guidance of 97%, which we have given.",guidance,1.0,keyword,management,metals
JSW Steel,2019-10-23,"The last one is to participate in the iron ore auctions and secure more and more iron ore going forward, thereby we will be able to get from capital sources to run our Dolvi and Salem units.",guidance,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Only 2 positives in response to this global downturn which we are seeing is the Chinese stimulus, which is keeping the commodity demand from China intact, and also the responses from various central governments and also central banks by way of a fiscal adjustment or by way of a monetary policy adjustment.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Construction sectors, infrastructure sectors are not doing well, but we are seeing a clear impact on the steel demand globally.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Construction sectors, infrastructure sectors are not doing well, but we are seeing a clear impact on the steel demand globally.",capex,1.0,keyword,management,metals
JSW Steel,2019-07-26,"But one comforting factor is that is the incremental steel production in the 5 months of the calendar year increased by 37 million tonne, but the entire increase in production is contributed by China alone, which is 38 million tonne by an increase of 10% in production.",volumes,2.0,keyword,management,metals
JSW Steel,2019-07-26,"In spite of increase in production in China, We have not seen any big increase in the exports from China that is comforting.",volumes,1.0,keyword,management,metals
JSW Steel,2019-07-26,Domestic demand also got reflected a similar trend what we have seen in global markets.,demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Plus, the second reason which we are seeing is that all the government projects which are going on in the infrastructure sector that drives the steel demand, the release of money to various contractors and projects is not at the same pace as we have seen in the last year.",demand,1.0,keyword,management,metals
JSW Steel,2019-07-26,"Plus, the second reason which we are seeing is that all the government projects which are going on in the infrastructure sector that drives the steel demand, the release of money to various contractors and projects is not at the same pace as we have seen in the last year.",capex,1.0,keyword,management,metals
JSW Steel,2019-07-26,So these 2 together we have seen a significant slowdown in the domestic demand for steel.,demand,1.0,keyword,management,metals
